model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,market_value
 1 Series,2019,30420,Semi-Auto,10159,Petrol,145,34.5,2.0,30149.451
 5 Series,2019,29850,Automatic,1550,Diesel,145,62.8,2.0,30140.146
 3 Series,2019,29990,Semi-Auto,5604,Petrol,145,40.9,2.0,30131.635
 M4,2015,29990,Semi-Auto,26637,Petrol,300,34.0,3.0,30112.973
 X5,2016,28781,Automatic,35370,Diesel,205,47.1,3.0,30109.447
 X3,2018,29498,Semi-Auto,23206,Diesel,150,48.7,3.0,30101.107
 X2,2019,29995,Semi-Auto,2315,Diesel,145,58.9,2.0,30094.654
 5 Series,2019,26875,Automatic,9029,Hybrid,135,156.9,2.0,30086.617
 Z4,2019,28950,Automatic,8316,Petrol,145,38.7,2.0,30085.664
 X1,2019,29480,Automatic,4523,Diesel,145,36.7,2.0,30085.617
 3 Series,2019,30990,Automatic,2579,Diesel,145,52.3,2.0,30083.35
 5 Series,2019,30000,Automatic,16267,Hybrid,140,156.9,2.0,30077.215
 X2,2019,33551,Automatic,4501,Petrol,145,39.2,2.0,30077.172
 X1,2019,31280,Semi-Auto,2865,Diesel,145,36.7,2.0,30072.334
 5 Series,2019,31490,Semi-Auto,2019,Petrol,150,48.7,2.0,30068.41
 M3,2015,29991,Semi-Auto,41500,Petrol,305,34.0,3.0,30053.723
 X2,2019,32690,Semi-Auto,3000,Diesel,145,58.9,2.0,30050.928
 X3,2019,30190,Semi-Auto,20792,Petrol,145,30.4,2.0,30040.54
 3 Series,2019,29356,Automatic,3412,Diesel,145,52.3,2.0,30030.916
 3 Series,2020,32995,Manual,2356,Diesel,145,54.3,2.0,30027.357
 4 Series,2019,27790,Semi-Auto,7298,Petrol,145,41.5,3.0,30026.84
 X5,2016,27799,Automatic,31903,Hybrid,0,85.6,2.0,30026.74
 X1,2019,31200,Semi-Auto,2517,Diesel,145,36.7,2.0,30026.031
 1 Series,2019,30700,Automatic,7381,Petrol,145,34.5,2.0,30025.02
 3 Series,2019,34985,Automatic,10742,Diesel,145,48.7,2.0,30017.861
 X2,2020,26450,Semi-Auto,2095,Petrol,145,40.4,2.0,30005.008
 5 Series,2019,30995,Automatic,999,Diesel,145,65.7,2.0,30004.004
 2 Series,2019,26995,Automatic,8205,Petrol,145,32.5,3.0,30003.615
 1 Series,2020,29980,Semi-Auto,4362,Diesel,145,48.7,2.0,29994.768
 X2,2019,25950,Automatic,3078,Petrol,145,36.2,2.0,29990.889
 3 Series,2020,33995,Semi-Auto,10,Diesel,145,53.3,2.0,29982.908
 X6,2016,27750,Semi-Auto,38680,Diesel,200,47.1,3.0,29981.102
 4 Series,2020,27003,Semi-Auto,1816,Petrol,145,48.7,2.0,29975.842
 4 Series,2019,29999,Automatic,1500,Petrol,145,45.6,2.0,29971.67
 5 Series,2018,34502,Automatic,13641,Diesel,145,51.4,3.0,29958.43
 1 Series,2019,30200,Automatic,7312,Petrol,145,34.5,2.0,29951.795
 1 Series,2019,29000,Semi-Auto,100,Diesel,150,48.7,2.0,29937.258
 3 Series,2019,25595,Semi-Auto,2400,Petrol,150,41.5,3.0,29934.441
 X5,2016,29570,Automatic,33541,Diesel,200,47.1,3.0,29932.244
 3 Series,2020,27492,Semi-Auto,3500,Petrol,145,42.2,2.0,29918.012
 5 Series,2018,28998,Semi-Auto,26471,Petrol,150,39.2,3.0,29902.72
 X2,2019,32740,Automatic,3857,Petrol,145,39.2,2.0,29895.24
 5 Series,2019,31995,Semi-Auto,6655,Diesel,145,60.1,2.0,29892.748
 5 Series,2019,27998,Semi-Auto,6865,Diesel,145,60.1,2.0,29892.748
 5 Series,2019,29982,Semi-Auto,3635,Petrol,145,47.9,2.0,29891.54
 2 Series,2020,30995,Semi-Auto,1501,Diesel,145,48.7,2.0,29888.088
 3 Series,2019,31995,Manual,894,Diesel,145,54.3,2.0,29883.32
 3 Series,2019,29990,Semi-Auto,7460,Diesel,145,48.7,2.0,29882.535
 5 Series,2019,29990,Semi-Auto,3117,Petrol,145,50.4,2.0,29879.596
 5 Series,2019,28000,Semi-Auto,3102,Petrol,145,50.4,2.0,29879.596
 5 Series,2018,29995,Semi-Auto,28399,Petrol,150,39.2,3.0,29873.871
 5 Series,2019,26000,Semi-Auto,4405,Petrol,145,48.7,2.0,29867.844
 3 Series,2019,27850,Automatic,2965,Diesel,145,52.3,2.0,29866.922
 M5,2015,29795,Automatic,28500,Petrol,565,28.5,4.4,29857.547
 3 Series,2019,30888,Manual,999,Diesel,145,54.3,2.0,29857.29
 X3,2018,32995,Semi-Auto,30776,Diesel,145,48.7,3.0,29855.062
 3 Series,2019,29440,Semi-Auto,7983,Diesel,145,48.7,2.0,29849.172
 5 Series,2019,32400,Semi-Auto,7111,Diesel,145,55.4,2.0,29846.809
 5 Series,2019,28790,Semi-Auto,5432,Diesel,145,60.1,2.0,29843.89
 5 Series,2019,29450,Semi-Auto,5325,Diesel,145,60.1,2.0,29843.89
 M4,2017,29991,Semi-Auto,60584,Petrol,150,34.0,3.0,29838.86
 5 Series,2019,26875,Automatic,10597,Hybrid,135,156.9,2.0,29835.498
 1 Series,2019,32060,Automatic,123,Diesel,145,48.7,2.0,29829.889
 3 Series,2019,27980,Automatic,5000,Diesel,145,52.3,2.0,29828.629
 3 Series,2019,29985,Automatic,5000,Diesel,145,52.3,2.0,29828.629
 5 Series,2019,29950,Semi-Auto,4043,Diesel,145,60.1,2.0,29827.16
 3 Series,2019,32060,Automatic,123,Diesel,145,60.1,2.0,29812.332
 5 Series,2019,29999,Automatic,3936,Petrol,145,47.9,2.0,29810.09
 5 Series,2019,28990,Semi-Auto,5471,Petrol,145,48.7,2.0,29807.371
 X6,2016,30891,Semi-Auto,21088,Diesel,200,47.1,3.0,29804.312
 5 Series,2018,29500,Semi-Auto,9629,Diesel,145,56.5,3.0,29798.654
 5 Series,2020,30485,Semi-Auto,6,Petrol,145,50.4,2.0,29795.436
 1 Series,2020,27840,Semi-Auto,150,Diesel,145,51.4,2.0,29785.861
 4 Series,2019,29000,Semi-Auto,14000,Diesel,145,50.4,3.0,29785.176
 5 Series,2019,27840,Semi-Auto,3829,Petrol,145,50.4,2.0,29784.22
 3 Series,2019,27999,Semi-Auto,7035,Diesel,145,48.7,2.0,29783.693
 5 Series,2019,29550,Automatic,2220,Diesel,145,62.8,2.0,29783.688
 4 Series,2019,29995,Semi-Auto,10,Petrol,145,48.7,2.0,29783.459
 3 Series,2019,33000,Semi-Auto,11564,Diesel,145,49.6,2.0,29781.426
 5 Series,2018,29995,Automatic,9034,Diesel,145,60.1,3.0,29780.115
 3 Series,2020,29950,Semi-Auto,20,Petrol,145,41.5,2.0,29768.61
 4 Series,2019,29540,Semi-Auto,14137,Diesel,145,49.6,3.0,29767.285
 5 Series,2019,27916,Automatic,6456,Diesel,145,60.1,2.0,29762.412
 X1,2019,29995,Semi-Auto,2701,Petrol,150,39.8,2.0,29754.586
 X2,2020,28490,Semi-Auto,6565,Diesel,150,58.9,2.0,29751.512
 3 Series,2019,28440,Semi-Auto,2212,Diesel,150,48.7,2.0,29750.836
 X5,2016,31499,Automatic,34367,Hybrid,0,85.6,2.0,29750.53
 3 Series,2019,29995,Semi-Auto,1425,Petrol,145,42.2,2.0,29748.408
 3 Series,2019,29980,Semi-Auto,8127,Diesel,145,48.7,2.0,29744.66
 3 Series,2019,28450,Semi-Auto,8114,Diesel,145,48.7,2.0,29744.66
 5 Series,2019,28395,Semi-Auto,1792,Diesel,145,62.8,2.0,29741.826
 3 Series,2019,29495,Semi-Auto,5326,Diesel,145,53.3,3.0,29730.291
 5 Series,2019,30000,Automatic,6000,Diesel,145,60.1,2.0,29729.62
 5 Series,2019,29898,Semi-Auto,7730,Diesel,145,60.1,2.0,29729.082
 3 Series,2019,31995,Automatic,7693,Diesel,145,52.3,2.0,29728.438
 2 Series,2018,32271,Semi-Auto,103,Diesel,145,49.6,2.0,29727.883
 3 Series,2019,29498,Semi-Auto,7751,Petrol,145,41.5,2.0,29726.479
 X3,2018,29500,Semi-Auto,28885,Diesel,150,48.7,3.0,29724.254
 3 Series,2019,29250,Semi-Auto,8190,Diesel,145,48.7,2.0,29720.422
 3 Series,2019,29990,Semi-Auto,8235,Diesel,145,48.7,2.0,29720.422
 3 Series,2019,27298,Semi-Auto,8319,Diesel,145,48.7,2.0,29720.422
 3 Series,2019,34836,Semi-Auto,8200,Diesel,145,48.7,2.0,29720.422
 3 Series,2019,26698,Semi-Auto,8273,Diesel,145,48.7,2.0,29720.422
 X2,2020,30990,Manual,6,Petrol,145,42.8,1.5,29718.254
 X2,2020,28995,Semi-Auto,10,Diesel,145,58.9,2.0,29706.29
 4 Series,2020,29485,Semi-Auto,45,Diesel,150,52.3,3.0,29703.77
 3 Series,2019,26000,Automatic,4971,Diesel,145,52.3,2.0,29698.033
 5 Series,2019,28000,Automatic,1662,Diesel,145,65.7,2.0,29697.715
 5 Series,2019,28000,Automatic,1651,Diesel,145,65.7,2.0,29697.715
 4 Series,2019,33230,Semi-Auto,6427,Petrol,145,44.8,2.0,29687.965
 X2,2019,31991,Semi-Auto,650,Petrol,145,39.2,2.0,29686.64
 5 Series,2020,27990,Semi-Auto,8,Hybrid,145,52.3,2.0,29683.408
 5 Series,2019,29450,Automatic,2701,Diesel,145,62.8,2.0,29682.29
 5 Series,2019,31232,Semi-Auto,8691,Hybrid,150,60.1,2.0,29658.738
 3 Series,2019,26990,Semi-Auto,7264,Diesel,145,48.7,2.0,29649.195
 3 Series,2019,28450,Semi-Auto,7350,Diesel,145,48.7,2.0,29649.195
 X2,2019,27806,Semi-Auto,2198,Petrol,145,36.2,2.0,29646.62
 4 Series,2019,32991,Semi-Auto,5491,Petrol,145,44.8,2.0,29640.99
 3 Series,2019,29990,Semi-Auto,4210,Petrol,150,40.9,2.0,29633.451
 5 Series,2019,30902,Semi-Auto,11421,Hybrid,150,60.1,2.0,29626.86
 5 Series,2019,30980,Automatic,3718,Diesel,145,62.8,2.0,29623.049
 7 Series,2017,27100,Semi-Auto,34335,Diesel,145,54.3,3.0,29619.023
 3 Series,2020,28990,Semi-Auto,14,Diesel,150,50.4,2.0,29612.44
 X2,2020,28993,Semi-Auto,101,Diesel,145,61.4,2.0,29609.645
 4 Series,2019,27480,Semi-Auto,101,Diesel,145,55.4,3.0,29608.123
 5 Series,2019,31995,Semi-Auto,6111,Diesel,145,60.1,2.0,29606.822
 X5,2016,31362,Automatic,34356,Diesel,200,47.1,3.0,29600.264
 X2,2020,28279,Semi-Auto,101,Diesel,145,50.4,2.0,29587.729
 4 Series,2019,29888,Manual,999,Petrol,145,46.3,2.0,29566.516
 3 Series,2019,31630,Automatic,4400,Diesel,145,52.3,2.0,29565.701
 2 Series,2019,28995,Semi-Auto,5721,Petrol,145,38.2,3.0,29564.445
 3 Series,2019,28110,Automatic,1500,Petrol,145,42.2,2.0,29557.758
 5 Series,2020,26990,Semi-Auto,13,Petrol,145,50.4,2.0,29550.387
 2 Series,2020,29995,Semi-Auto,1000,Petrol,145,47.9,2.0,29539.863
 2 Series,2020,29995,Semi-Auto,1000,Petrol,145,47.9,2.0,29539.863
 3 Series,2019,29950,Semi-Auto,4629,Diesel,150,48.7,2.0,29539.441
 3 Series,2019,28898,Semi-Auto,1250,Petrol,145,42.2,2.0,29532.977
 X3,2018,30980,Semi-Auto,4813,Diesel,145,54.3,2.0,29529.016
 4 Series,2020,27950,Semi-Auto,10,Petrol,145,45.6,2.0,29519.371
 5 Series,2019,30522,Semi-Auto,6371,Diesel,145,60.1,2.0,29513.703
 3 Series,2019,28440,Semi-Auto,8788,Diesel,145,48.7,2.0,29507.95
 5 Series,2019,25850,Automatic,7999,Petrol,145,50.4,2.0,29506.186
 M4,2017,28590,Automatic,52911,Petrol,300,34.0,3.0,29505.375
 2 Series,2019,29995,Semi-Auto,1089,Petrol,150,38.2,3.0,29497.303
 5 Series,2019,28980,Semi-Auto,3445,Diesel,150,60.1,2.0,29486.365
 3 Series,2019,25995,Automatic,4258,Diesel,145,52.3,2.0,29486.33
 3 Series,2019,25970,Semi-Auto,1501,Diesel,145,52.3,2.0,29476.746
 3 Series,2019,29000,Semi-Auto,8555,Petrol,145,40.9,2.0,29467.613
 1 Series,2019,28888,Automatic,999,Diesel,145,48.7,2.0,29457.98
 5 Series,2020,26990,Semi-Auto,102,Petrol,145,52.3,2.0,29455.426
 5 Series,2019,26400,Semi-Auto,3457,Petrol,145,50.4,2.0,29440.996
 X1,2019,28790,Semi-Auto,3911,Petrol,145,38.7,2.0,29433.857
 3 Series,2019,30888,Automatic,6500,Diesel,145,52.3,2.0,29428.473
 6 Series,2017,29991,Automatic,28879,Petrol,145,31.0,4.4,29410.947
 2 Series,2020,29991,Semi-Auto,1500,Petrol,145,47.9,2.0,29407.23
 3 Series,2019,29822,Semi-Auto,1020,Diesel,145,52.3,2.0,29406.91
 X5,2016,31790,Automatic,35499,Diesel,200,47.1,3.0,29403.307
 M3,2015,29750,Automatic,42000,Petrol,300,34.0,3.0,29399.299
 X1,2019,32940,Semi-Auto,5642,Petrol,145,37.7,2.0,29394.709
 X6,2016,29995,Automatic,43600,Diesel,200,44.8,3.0,29393.104
 3 Series,2020,30995,Semi-Auto,3872,Petrol,150,42.2,2.0,29385.15
 X2,2019,29343,Semi-Auto,1644,Petrol,145,36.2,2.0,29379.758
 5 Series,2019,26980,Automatic,105,Petrol,145,50.4,2.0,29371.691
 X2,2020,28999,Semi-Auto,5000,Diesel,145,47.9,2.0,29369.639
 3 Series,2019,27440,Semi-Auto,1700,Diesel,145,52.3,2.0,29367.541
 1 Series,2020,29950,Semi-Auto,3422,Diesel,150,48.7,2.0,29367.213
 4 Series,2019,31356,Automatic,123,Petrol,145,48.7,2.0,29359.223
 4 Series,2019,28088,Automatic,123,Petrol,145,48.7,2.0,29359.223
 4 Series,2019,30331,Automatic,123,Petrol,145,48.7,2.0,29359.223
 3 Series,2019,29995,Semi-Auto,1798,Petrol,145,42.2,2.0,29356.104
 3 Series,2019,29995,Semi-Auto,1928,Petrol,145,42.2,2.0,29356.104
 X2,2019,31310,Semi-Auto,4890,Diesel,145,58.9,2.0,29354.943
 4 Series,2019,31175,Manual,123,Petrol,145,46.3,2.0,29340.143
 X2,2019,30789,Semi-Auto,3795,Diesel,145,58.9,2.0,29339.742
 4 Series,2020,27669,Manual,151,Diesel,150,62.8,2.0,29338.719
 M2,2016,31000,Semi-Auto,14712,Petrol,260,35.8,3.0,29337.707
 5 Series,2017,33122,Semi-Auto,11817,Diesel,145,51.4,3.0,29337.578
 3 Series,2019,28995,Semi-Auto,4000,Diesel,145,52.3,2.0,29335.055
 3 Series,2019,28480,Automatic,6178,Petrol,145,41.5,2.0,29334.332
 2 Series,2020,29995,Semi-Auto,1501,Petrol,145,47.9,2.0,29328.025
 3 Series,2019,29890,Automatic,5211,Diesel,145,52.3,2.0,29327.035
 5 Series,2018,28500,Automatic,11162,Diesel,145,60.1,3.0,29326.445
 X5,2016,29999,Automatic,36996,Diesel,200,47.1,3.0,29325.883
 X2,2019,32991,Semi-Auto,2899,Petrol,145,39.2,2.0,29323.854
 3 Series,2019,35990,Automatic,6393,Diesel,145,52.3,2.0,29323.744
 5 Series,2019,27698,Automatic,8722,Diesel,145,60.1,2.0,29316.09
 4 Series,2019,29995,Automatic,4500,Diesel,145,58.9,2.0,29304.9
 4 Series,2019,30995,Automatic,4500,Diesel,145,58.9,2.0,29304.9
 3 Series,2020,29990,Semi-Auto,9,Diesel,145,51.4,2.0,29303.773
 M4,2017,34221,Semi-Auto,63660,Petrol,150,32.5,3.0,29301.367
 X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0,29300.297
 X2,2019,29975,Automatic,123,Diesel,145,48.7,2.0,29300.297
 X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0,29300.297
 X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0,29300.297
 X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0,29300.297
 X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0,29300.297
 X2,2019,30361,Automatic,123,Diesel,145,48.7,2.0,29300.297
 X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0,29300.297
 2 Series,2020,29999,Semi-Auto,5000,Diesel,145,48.7,2.0,29299.69
 M4,2015,29490,Semi-Auto,37724,Petrol,325,32.5,3.0,29291.398
 3 Series,2019,28990,Manual,104,Diesel,145,54.3,2.0,29281.3
 3 Series,2019,26440,Manual,102,Diesel,145,54.3,2.0,29281.3
 3 Series,2019,28260,Automatic,4567,Diesel,145,52.3,2.0,29265.074
 3 Series,2019,27780,Automatic,4586,Diesel,145,52.3,2.0,29265.074
 5 Series,2019,31995,Semi-Auto,1912,Diesel,145,65.7,2.0,29264.998
 3 Series,2019,28480,Semi-Auto,3838,Diesel,150,48.7,2.0,29262.895
 3 Series,2019,25980,Semi-Auto,3317,Diesel,145,52.3,2.0,29262.59
 5 Series,2019,30980,Automatic,2386,Diesel,145,65.7,2.0,29262.371
 5 Series,2019,31444,Automatic,2404,Diesel,145,65.7,2.0,29262.371
 X4,2018,33998,Semi-Auto,14777,Diesel,145,42.8,2.0,29250.97
 2 Series,2020,29950,Semi-Auto,10,Diesel,145,48.7,2.0,29246.04
 3 Series,2019,30950,Semi-Auto,7586,Petrol,145,41.5,2.0,29241.125
 3 Series,2019,26990,Semi-Auto,7522,Petrol,145,41.5,2.0,29241.125
 3 Series,2019,28450,Semi-Auto,1951,Diesel,145,52.3,2.0,29236.531
 2 Series,2019,30000,Semi-Auto,5555,Petrol,145,38.2,3.0,29236.328
 4 Series,2019,30950,Semi-Auto,6212,Petrol,145,44.8,2.0,29227.803
 3 Series,2019,27490,Automatic,8410,Diesel,145,53.3,3.0,29225.26
 3 Series,2019,32050,Automatic,4700,Diesel,145,52.3,2.0,29219.377
 3 Series,2019,27750,Automatic,4879,Petrol,150,41.5,2.0,29217.787
 4 Series,2019,28750,Semi-Auto,101,Diesel,145,58.9,2.0,29205.502
 4 Series,2019,28750,Semi-Auto,101,Diesel,145,58.9,2.0,29205.502
 2 Series,2019,30480,Automatic,123,Petrol,145,38.2,3.0,29204.64
 X1,2019,30555,Automatic,1000,Diesel,150,50.4,2.0,29202.922
 X2,2019,28990,Semi-Auto,2714,Petrol,145,39.2,2.0,29202.352
 X1,2019,28995,Automatic,4237,Diesel,145,36.7,2.0,29197.412
 5 Series,2019,23775,Semi-Auto,4447,Petrol,145,50.4,2.0,29191.584
 3 Series,2019,30990,Semi-Auto,3165,Diesel,145,52.3,2.0,29188.406
 3 Series,2020,27999,Semi-Auto,6,Petrol,145,42.2,2.0,29187.713
 X1,2019,28790,Semi-Auto,3740,Petrol,145,44.8,2.0,29185.967
 1 Series,2020,27950,Semi-Auto,100,Diesel,145,51.4,2.0,29180.361
 4 Series,2019,31990,Automatic,7800,Petrol,145,44.8,2.0,29171.59
 5 Series,2019,26800,Semi-Auto,3979,Diesel,145,65.7,2.0,29170.475
 4 Series,2019,28980,Automatic,5685,Diesel,145,52.3,3.0,29168.992
 3 Series,2019,29480,Semi-Auto,2228,Diesel,145,52.3,2.0,29167.46
 3 Series,2019,26750,Semi-Auto,4327,Diesel,145,53.3,3.0,29163.186
 M4,2015,27590,Manual,27489,Petrol,325,31.0,3.0,29157.932
 X1,2019,23497,Semi-Auto,105,Petrol,145,37.7,2.0,29150.346
 3 Series,2019,29990,Manual,10,Diesel,145,54.3,2.0,29145.389
 X1,2019,30990,Semi-Auto,7250,Diesel,145,36.7,2.0,29144.102
 X5,2015,29949,Automatic,21500,Diesel,190,47.1,3.0,29138.75
 2 Series,2020,28995,Semi-Auto,1501,Diesel,145,49.6,2.0,29138.588
 2 Series,2020,29995,Semi-Auto,1501,Diesel,145,49.6,2.0,29138.588
 X5,2016,30850,Automatic,44316,Hybrid,0,85.6,2.0,29134.871
 M6,2014,29000,Automatic,34000,Petrol,565,28.5,4.4,29129.861
 5 Series,2019,30000,Semi-Auto,5479,Petrol,145,50.4,2.0,29127.986
 3 Series,2019,27995,Semi-Auto,3751,Diesel,145,52.3,2.0,29124.488
 3 Series,2019,30950,Semi-Auto,3724,Diesel,145,52.3,2.0,29124.488
 X1,2019,28950,Semi-Auto,3759,Diesel,145,50.4,2.0,29124.11
 X2,2019,29970,Automatic,3760,Petrol,145,36.2,2.0,29123.646
 X2,2019,28874,Semi-Auto,5000,Diesel,145,58.9,2.0,29122.342
 4 Series,2019,30995,Automatic,1500,Petrol,145,48.7,2.0,29118.354
 3 Series,2019,28940,Automatic,1550,Petrol,145,42.2,2.0,29114.754
 4 Series,2020,26990,Semi-Auto,7,Petrol,145,48.7,2.0,29107.047
 5 Series,2019,27241,Semi-Auto,7657,Hybrid,150,49.6,2.0,29106.188
 X2,2019,29950,Automatic,4300,Petrol,145,39.2,2.0,29105.596
 5 Series,2020,27990,Semi-Auto,105,Hybrid,145,49.6,2.0,29104.256
 X1,2019,29999,Semi-Auto,3333,Diesel,150,50.4,2.0,29104.068
 4 Series,2020,25993,Semi-Auto,1705,Diesel,145,65.7,2.0,29103.223
 3 Series,2019,28990,Semi-Auto,6,Petrol,145,42.2,2.0,29101.21
 X1,2020,26750,Automatic,1000,Diesel,145,47.9,2.0,29099.535
 4 Series,2019,30990,Automatic,9897,Diesel,145,53.3,3.0,29098.28
 3 Series,2020,27995,Manual,1000,Diesel,145,54.3,2.0,29094.758
 4 Series,2019,31995,Manual,110,Diesel,145,55.4,2.0,29092.35
 5 Series,2020,27990,Semi-Auto,9,Hybrid,150,49.6,2.0,29091.893
 3 Series,2019,29994,Semi-Auto,2000,Petrol,145,42.2,2.0,29091.701
 X5,2016,27950,Automatic,37900,Diesel,200,47.1,3.0,29089.547
 3 Series,2019,30650,Automatic,7491,Petrol,145,41.5,2.0,29088.354
 3 Series,2019,28999,Semi-Auto,5000,Diesel,145,52.3,2.0,29087.617
 7 Series,2017,26995,Semi-Auto,25050,Diesel,145,57.6,3.0,29077.994
 X1,2019,28995,Semi-Auto,202,Diesel,150,60.1,2.0,29076.117
 3 Series,2019,31450,Semi-Auto,3000,Petrol,145,42.2,2.0,29073.965
 4 Series,2019,30888,Automatic,3309,Diesel,145,60.1,2.0,29061.314
 5 Series,2019,26400,Semi-Auto,4237,Petrol,145,50.4,2.0,29060.203
 3 Series,2019,34999,Automatic,20329,Diesel,145,48.7,2.0,29057.83
 3 Series,2019,28000,Automatic,6148,Diesel,145,52.3,2.0,29057.52
 3 Series,2019,31450,Semi-Auto,2804,Diesel,145,52.3,2.0,29057.277
 X2,2019,26750,Automatic,2077,Diesel,150,58.9,2.0,29055.717
 3 Series,2019,33990,Automatic,5621,Diesel,145,52.3,2.0,29053.256
 3 Series,2019,29995,Automatic,5611,Diesel,145,52.3,2.0,29053.256
 X2,2019,28980,Automatic,1325,Petrol,145,39.2,2.0,29047.207
 M4,2015,30662,Semi-Auto,41120,Petrol,300,34.0,3.0,29045.549
 X2,2020,24490,Semi-Auto,1,Diesel,145,52.3,2.0,29041.068
 4 Series,2019,28980,Automatic,6558,Diesel,145,53.3,3.0,29038.436
 5 Series,2019,28991,Semi-Auto,4636,Petrol,145,50.4,2.0,29036.002
 3 Series,2019,31990,Semi-Auto,4893,Diesel,145,52.3,2.0,29033.7
 3 Series,2019,27000,Semi-Auto,4814,Diesel,145,52.3,2.0,29033.7
 4 Series,2019,25881,Semi-Auto,2282,Petrol,150,44.8,2.0,29033.014
 1 Series,2019,29980,Automatic,3768,Diesel,145,48.7,2.0,29032.012
 X2,2020,24850,Semi-Auto,101,Diesel,145,52.3,2.0,29030.41
 3 Series,2019,32398,Semi-Auto,2150,Petrol,145,42.2,2.0,29028.58
 3 Series,2019,28995,Automatic,8446,Diesel,145,52.3,2.0,29027.055
 X2,2019,29000,Semi-Auto,1418,Petrol,145,36.2,2.0,29021.988
 5 Series,2019,28380,Semi-Auto,6,Diesel,145,65.7,2.0,29016.34
 5 Series,2019,29998,Semi-Auto,5000,Diesel,145,62.8,2.0,29010.924
 X3,2018,29980,Semi-Auto,5458,Diesel,145,56.5,2.0,29002.834
 3 Series,2019,29530,Semi-Auto,2203,Petrol,145,42.2,2.0,28997.748
 X5,2016,30990,Automatic,39469,Hybrid,0,85.6,2.0,28997.416
 3 Series,2019,29500,Automatic,3185,Petrol,145,42.2,2.0,28994.51
 3 Series,2019,29990,Automatic,7337,Diesel,145,52.3,2.0,28993.594
 X2,2019,27980,Semi-Auto,2055,Petrol,145,39.2,2.0,28993.504
 3 Series,2019,26989,Semi-Auto,4026,Diesel,145,53.3,3.0,28989.465
 5 Series,2019,29995,Automatic,1000,Petrol,145,50.4,2.0,28986.5
 X5,2016,29250,Automatic,41464,Hybrid,0,85.6,2.0,28982.133
 X5,2016,28999,Automatic,41972,Hybrid,0,85.6,2.0,28982.133
 X2,2019,28750,Semi-Auto,1914,Petrol,145,39.8,2.0,28980.35
 X1,2019,28410,Automatic,123,Diesel,145,60.1,2.0,28968.95
 Z4,2019,28450,Semi-Auto,5340,Petrol,145,38.2,2.0,28962.855
 X1,2020,28488,Manual,5000,Diesel,145,40.4,2.0,28949.229
 5 Series,2019,28749,Automatic,6890,Diesel,145,62.8,2.0,28946.041
 3 Series,2019,28775,Semi-Auto,5800,Diesel,145,52.3,2.0,28940.855
 3 Series,2019,31990,Automatic,9850,Diesel,145,52.3,2.0,28938.445
 M4,2015,28995,Semi-Auto,35000,Petrol,330,32.5,3.0,28937.854
 4 Series,2019,29980,Semi-Auto,1737,Diesel,145,53.3,3.0,28932.924
 4 Series,2019,28999,Automatic,8182,Diesel,145,52.3,3.0,28930.797
 X1,2019,31850,Automatic,3500,Petrol,145,38.7,2.0,28930.293
 X2,2019,28266,Semi-Auto,2367,Petrol,145,39.2,2.0,28926.734
 3 Series,2019,28980,Semi-Auto,6093,Diesel,150,48.7,2.0,28926.03
 X2,2020,29998,Manual,1850,Diesel,150,49.6,2.0,28923.648
 4 Series,2019,37450,Semi-Auto,10,Diesel,145,60.1,2.0,28912.986
 X1,2020,29950,Semi-Auto,35,Diesel,145,40.9,2.0,28911.777
 X1,2019,31440,Semi-Auto,9507,Petrol,145,38.7,2.0,28909.137
 X5,2016,26000,Automatic,47026,Hybrid,0,85.6,2.0,28907.479
 X5,2016,27499,Automatic,46720,Hybrid,0,85.6,2.0,28907.479
 4 Series,2019,29898,Semi-Auto,2145,Diesel,145,58.9,2.0,28907.219
 4 Series,2019,26480,Automatic,3146,Diesel,145,58.9,2.0,28905.846
 5 Series,2019,28500,Semi-Auto,3816,Diesel,145,62.8,2.0,28904.092
 3 Series,2019,27480,Semi-Auto,9155,Petrol,145,41.5,2.0,28898.879
 X2,2019,28608,Automatic,123,Diesel,145,50.4,2.0,28885.637
 X2,2019,29375,Automatic,123,Diesel,145,50.4,2.0,28885.637
 X2,2019,28608,Automatic,123,Diesel,145,50.4,2.0,28885.637
 X2,2019,29374,Automatic,123,Diesel,145,50.4,2.0,28885.637
 5 Series,2019,30000,Automatic,10654,Diesel,145,60.1,2.0,28884.521
 3 Series,2019,29998,Semi-Auto,8765,Petrol,145,41.5,2.0,28882.973
 3 Series,2020,29990,Semi-Auto,12,Petrol,150,41.5,2.0,28882.318
 4 Series,2019,25950,Automatic,101,Petrol,145,48.7,2.0,28876.92
 4 Series,2019,26980,Automatic,101,Petrol,145,48.7,2.0,28876.92
 M4,2015,29197,Manual,37538,Petrol,325,32.1,3.0,28868.234
 2 Series,2020,31820,Manual,1500,Petrol,145,43.5,1.5,28867.08
 3 Series,2019,27995,Semi-Auto,1501,Petrol,145,43.5,2.0,28866.826
 6 Series,2017,29875,Semi-Auto,9769,Diesel,145,51.4,3.0,28858.41
 X1,2019,28875,Semi-Auto,150,Petrol,145,35.3,2.0,28847.217
